Index,Peak indices,P Peak Time,Q Peak Time,R Peak Time,S Peak Time,T Peak Time,P_ml2_Ampli,Q_ml2_Ampli,R_ml2_Ampli,S_ml2_Ampli,T_ml2_Ampli,P_v5_Ampli,Q_v5_Ampli,R_v5_Ampli,S_v5_Ampli,T_v5_Ampli,diff_T_S,diff_R_P,diff_R_next_R,diff_RQ_SR,diff_T_Q,diff_T_P,diff_T_R,label
102_1,136,0.0,288.8888889244445,377.7777778242735,425.0000000523077,497.2222222834188,0.0,-33.40897561933395,44.95208506962575,-50.80163589902416,9.062981128635396,0.0,9.697606138299127,-93.1899057089912,-190.9683187733881,87.50009210819098,72.22222223111106,377.7777778242735,761.1111112047865,136.11111112786324,208.3333333589743,497.2222222834188,119.44444445914525,/
102_2,410,1033.333333460513,1100.0000001353849,1138.88888902906,1225.0000001507694,1438.888889065983,3.621194479347788,-38.66802921692108,61.06184576956766,-35.641169594217686,5.914935958848064,-2.1940931244921256,-3.3429230304381856,168.73245299775542,-218.7589313165352,37.015110789902494,213.88888891521356,105.5555555685471,797.2222223203416,125.00000001538456,338.8888889305981,405.5555556054701,300.000000036923,/
102_3,697,1825.000000224616,1897.2222224557268,1936.1111113494017,2019.444444692992,2069.4444446991456,3.6652274113054526,-35.24492558973012,59.92447575255392,-45.86278618412378,10.621875688759385,0.825984190526163,-5.196015766695466,174.9115083217091,-213.0516708791089,76.68211101205674,50.00000000615364,111.11111112478557,811.1111112109406,122.22222223726521,172.22222224341886,244.44444447452952,133.33333334974395,/
102_4,989,2636.111111435556,2705.555555888547,2747.2222225603423,2836.1111114601717,2908.3333336912824,2.5190203356997536,-35.29039596171328,61.42525946258815,-49.50324458666843,14.3620942772902,0.001909225116796,-9.455406899786984,173.22469213792246,-196.85394171707017,138.94734420865058,72.22222223111066,111.11111112478648,877.7777778858112,130.5555555716246,202.77777780273527,272.2222222557266,161.11111113094012,/
102_5,1305,3516.666667099488,3586.111111552479,3625.0000004461535,3722.2222226803424,3775.000000464616,3.536369445122038,-35.52270174486765,56.27325040041251,-44.3112604936986,8.833623869870951,0.0372599991396025,-12.16144073590297,157.34880931769572,-172.46745498712934,65.30672725359419,52.77777778427344,108.33333334666531,858.3333334389754,136.1111111278633,188.88888891213674,258.3333333651276,150.0000000184623,/
102_6,1614,4369.444444982223,4444.444444991454,4483.333333885129,4575.000000563077,4630.555556125471,3.32467986915384,-35.18221713105723,60.57429986708751,-46.05910684177495,9.385288001892704,1.1753570864080625,-2.996914077683459,160.539000347514,-179.27087883972365,92.52952956976064,55.55555556239415,113.88888890290582,825.0000001015387,130.5555555716237,186.11111113401785,261.1111111432483,147.2222222403425,/
102_7,1911,5200.0000006400005,5266.666667314872,5308.333333986668,5397.222222886497,5466.666667339488,2.812573505249615,-36.87347162091256,62.13561617630282,-46.35400988130703,8.639557467941842,-0.3626188139937743,-10.382044199714898,171.09030696624734,-205.70723268290715,149.74068768782436,69.44444445299177,108.33333334666713,805.5555556547006,130.5555555716246,200.00000002461638,266.6666666994879,158.33333335282077,/
102_8,2201,6000.000000738462,6075.000000747693,6113.888889641368,6202.777778541197,6266.666667437949,4.141279714626957,-36.96804215802274,60.909809573240814,-52.13905138676034,10.751229575091164,2.7454157635937357,-10.534577453107524,179.46864078070578,-218.98443069565323,154.55118524814222,63.88888889675218,113.88888890290582,800.0000000984619,127.77777779350436,191.66666669025653,266.666666699487,152.77777779658118,/
102_9,2489,6802.777778615044,6875.000000846155,6913.88888973983,7000.000000861539,7236.11111200171,3.655154777472944,-32.95200317510628,50.327181061600136,-36.06185671001504,6.076670642993142,-0.2548712878099385,4.250863386863566,167.35726189826633,-183.14221205758656,7.004931694764578,236.1111111401715,111.11111112478648,811.1111112109402,125.0000000153841,361.1111111555556,433.3333333866667,322.22222226188023,/
102_10,2781,7613.888889825984,7688.888889835214,7725.00000095077,7833.3333342974365,8041.666667656411,7.808243947192079,-34.76746372076221,33.965521593977314,-21.682130575209943,7.364337715965838,-5.6119868198940095,-8.52733129932726,165.58562474951896,-176.6755448145058,20.748161926621304,208.33333335897441,111.11111112478648,808.3333334328208,144.44444446222224,352.77777782119665,427.7777778304271,316.66666670564064,/
