Index,Peak indices,P Peak Time,Q Peak Time,R Peak Time,S Peak Time,T Peak Time,P_ml2_Ampli,Q_ml2_Ampli,R_ml2_Ampli,S_ml2_Ampli,T_ml2_Ampli,P_v5_Ampli,Q_v5_Ampli,R_v5_Ampli,S_v5_Ampli,T_v5_Ampli,diff_T_S,diff_R_P,diff_R_next_R,diff_RQ_SR,diff_T_Q,diff_T_P,diff_T_R,label
103_1,265,0.0,691.666666751795,736.1111112017095,780.555555651624,1008.333333457436,0.0,-79.78008652807463,200.9433673354144,-66.43085045392677,26.906786367525346,0.0,-41.451427333786,124.62005230650868,-45.82523825828251,16.812100454179323,227.77777780581198,736.1111112017095,861.111111217094,88.888888899829,316.666666705641,1008.333333457436,272.2222222557265,N
103_2,575,1436.1111112878634,1555.5555557470086,1597.2222224188035,1644.4444446468378,1847.2222224495729,10.401536288929154,-74.98120374516584,193.6983906874564,-62.17524530458306,27.572482963762614,0.2988936205432488,-38.2386658048177,115.22096940337094,-39.153406189849896,19.09668961549941,202.77777780273505,161.11111113094012,836.1111112140175,88.88888889982923,291.66666670256427,411.11111116170946,250.00000003076934,N
103_3,876,2302.777778061197,2388.888889182906,2433.333333632821,2477.7777780827355,2688.8888892198293,8.408590306731334,-69.73220318580405,182.99708655942533,-59.80628610839903,23.69079413411375,2.0952753658454424,-38.572622971536255,111.42168997803492,-38.88194495631768,17.437667847503903,211.11111113709376,130.55555557162415,844.4444445483759,88.88888889982945,300.0000000369232,386.1111111586324,255.55555558700826,N
103_4,1180,3119.4444448283766,3236.1111115094022,3277.777778181197,3325.0000004092312,3536.111111546325,10.56867556500129,-71.71889485631279,188.9729238167435,-61.624227845411255,26.521867484500152,0.5397993390822797,-36.81401619332719,111.01878187205604,-37.00193801013711,17.1202899931122,211.11111113709376,158.33333335282032,838.8888889921368,88.888888899829,300.00000003692276,416.6666667179484,258.33333336512806,N
103_5,1482,3961.1111115986328,4075.000000501539,4116.666667173334,4163.888889401368,4380.555556094701,10.930609527826222,-75.14378978753263,194.60047922020985,-63.382828136567326,26.395703636090555,0.9549833592815646,-40.500013552368216,121.02742933460364,-40.34387909206144,17.819308301936218,216.66666669333335,155.55555557470097,869.4444445514528,88.888888899829,305.55555559316235,419.4444444960686,263.88888892136765,N
103_6,1795,4808.3333339251285,4941.666667274872,4986.1111117247865,5030.555556174701,5277.777778427351,8.221029207334889,-81.77157869827353,204.0731664272302,-68.62443530217858,23.4402780216321,0.7729737631836366,-44.85655457075409,132.19213085450053,-49.35536169553659,15.148576669862218,247.22222225264977,177.777777799658,922.2222223357267,88.888888899829,336.11111115247877,469.4444445022227,291.6666667025647,N
103_7,2127,5744.444445151454,5866.666667388718,5908.333334060513,5955.555556288547,6186.111111872479,10.5855915131341,-73.76221825753284,191.1378189225728,-65.03653609036233,23.7798200235061,1.263148052675198,-40.20495605802693,118.27372426854244,-43.24118163934065,16.16515332228251,230.5555555839319,163.88888890905946,880.555555663932,88.888888899829,319.4444444837609,441.66666672102565,277.7777778119662,N
103_8,2444,6655.555556374701,6744.444445274531,6788.888889724445,6833.33333417436,7050.000000867693,10.54187233178417,-72.29777699098616,187.5746030499864,-61.34957137101005,25.17879244857797,1.6902804229780064,-39.27238405395785,117.97315902122634,-40.06909691145001,17.61753215863373,216.66666669333335,133.33333334974395,833.3333334358977,88.888888899829,305.55555559316235,394.44444449299226,261.1111111432483,N
103_9,2744,7463.888889807522,7580.555556488548,7622.222223160343,7669.444445388377,7894.444445416069,10.950469164630912,-75.4659966880502,192.6186466903024,-62.33299351390273,25.68658014308714,0.2158080260207401,-40.67198811810141,123.56617993511568,-43.20419053441316,17.125692616180913,225.0000000276923,158.33333335282077,833.3333334358977,88.888888899829,313.8888889275213,430.55555560854737,272.2222222557266,N
103_10,3044,8294.4444454653,8411.111112146325,8455.55555659624,8500.000001046155,8727.777778851967,10.04550677242152,-74.2127405292337,189.95578860416688,-61.04966908437467,24.258409223987652,0.7968768425359567,-39.41655129551533,121.8164820795026,-44.72885398700227,17.150009858450442,227.77777780581164,161.11111113094012,841.6666667702557,88.88888889982991,316.66666670564155,433.3333333866667,272.2222222557266,N
103_11,3347,9163.888890016751,9252.777778916585,9297.222223366496,9341.666667816413,9575.000001178463,10.62480901632082,-75.28519820478047,191.6120551531786,-63.8231431222568,24.76352501816806,1.896279841241307,-41.72274378623494,121.01866754088049,-44.53106042792589,16.957713348398002,233.33333336205033,133.33333334974486,833.3333334358977,88.88888889982809,322.2222222618784,411.11111116171196,277.7777778119671,N
103_12,3647,9966.666667893334,10086.11111235248,10130.555556802394,10175.000001252309,10405.55555683624,9.920468562418742,-79.23315209489925,197.3891665644944,-64.8192415556846,25.220748536420103,-0.0928115262866742,-43.89195517820713,127.30558760218436,-45.075654310375285,17.117546823490198,230.55555558393098,163.88888890905946,852.7777778827349,88.88888889982809,319.44444448375907,438.8888889429054,275.00000003384594,N
103_13,3954,10813.88889021983,10941.666668013337,10983.333334685129,11027.777779135044,11266.666668053334,9.600659873832845,-74.26199094654774,186.5205301047516,-63.96031159726312,21.842413286391835,0.688726549601349,-41.85849526538891,123.40397099819604,-48.6003025586648,15.1979920924501,238.88888891829083,169.44444446529815,911.1111112232466,86.11111112170693,325.00000003999776,452.77777783350393,283.3333333682058,N
103_14,4282,11713.8888903306,11852.777779236583,11894.444445908375,11941.666668136411,12188.888890389062,8.680423836375372,-81.07771698298319,196.5231249293224,-64.76487728036248,23.370951867086024,0.4859719172197745,-45.63290500415603,129.94982373435616,-48.54663160688034,15.450328151306689,247.22222225265068,180.55555557777552,908.3333334451308,88.88888889982809,336.11111115247877,475.0000000584623,294.4444444806868,N
