Index,Peak indices,P Peak Time,Q Peak Time,R Peak Time,S Peak Time,T Peak Time,P_ml2_Ampli,Q_ml2_Ampli,R_ml2_Ampli,S_ml2_Ampli,T_ml2_Ampli,P_v5_Ampli,Q_v5_Ampli,R_v5_Ampli,S_v5_Ampli,T_v5_Ampli,diff_T_S,diff_R_P,diff_R_next_R,diff_RQ_SR,diff_T_Q,diff_T_P,diff_T_R,label
104_1,73,0.0,166.66666668717951,202.77777780273507,202.77777780273507,230.55555558393164,0.0,-59.71646955868397,-5.05036122223858,-5.05036122223858,31.1083657295655,0.0,-9.568931259911317,-52.26642321971792,-52.26642321971792,-5.197886859530818,27.777777781196562,202.77777780273507,675.000000083077,36.11111111555556,63.88888889675212,230.55555558393164,27.777777781196562,/
104_2,316,766.6666667610257,833.3333334358975,877.777777885812,986.1111112324788,1052.7777779073506,2.546023807213652,-29.3085588179148,52.38796184032388,-56.63957345760598,27.286597277682034,1.337212094943283,-19.33389054559532,45.93348160489767,-6.924502330279108,-4.215062544518121,66.66666667487175,111.11111112478636,830.555555657778,152.7777777965813,219.44444447145304,286.1111111463249,175.00000002153854,/
104_3,615,1597.2222224188035,1661.1111113155555,1708.33333354359,1811.111111334017,1872.2222224526497,2.2311305050866874,-30.39019233102699,57.98883685945898,-67.01458320650775,26.69037191544304,1.9022410618977248,-19.612138640349897,49.43248137844508,-15.918917596606498,-0.6309927622165561,61.11111111863261,111.11111112478648,794.4444445422223,150.0000000184616,211.1111111370942,275.00000003384616,163.8888889090597,/
104_4,901,2391.666666961026,2458.333333635898,2502.7777780858123,2605.5555558762394,2666.666666994872,2.9140141049165744,-28.296130559790715,50.71452815872561,-72.25412092819585,31.118426206499382,0.6495644431311418,-17.127123105551817,42.894760188933866,-22.144606948757737,6.2865074933264165,61.11111111863238,111.11111112478648,797.2222223203421,147.22222224034158,208.33333335897396,275.00000003384594,163.88888890905946,/
104_5,1188,3180.555555947009,3255.5555559562395,3300.0000004061544,3394.4444448622226,3455.555555980855,2.9883311535176507,-29.636534938683905,55.795350525008864,-72.50256154210713,29.31539819056649,0.752289631645615,-16.33888623885234,40.28052350570309,-23.476969363330504,4.213504688687354,61.11111111863238,119.44444445914542,802.7777778765808,138.8888889059831,200.00000002461547,275.00000003384594,155.55555557470052,/
104_6,1477,3975.0000004892313,4041.666667164103,4102.777778282735,4144.444444954531,4213.888889407522,6.17549084213865,-68.20326827937615,152.48014374935605,-83.54811300068114,10.238497022948406,0.4257135227410349,-19.867324653191037,18.17486189573381,-27.02657189073159,3.9928827768998096,69.44444445299087,127.7777777935039,755.5555556485469,102.77777779042799,172.22222224341886,238.88888891829038,111.11111112478648,f
104_7,1749,4763.888889475215,4819.444445037608,4858.333333931282,4958.33333394359,5000.000000615385,3.55724926144324,-30.65643648071364,55.66083300228016,-49.212062729761726,9.640878238996184,0.1546176272274044,-17.53942090937768,38.52451542546169,-5.06477811742066,-24.14100053583732,41.6666666717947,94.44444445606678,869.4444445514537,138.88888890598264,180.55555557777734,236.11111114016967,141.6666666841029,f
104_8,2062,5605.555556245471,5686.111111810941,5727.777778482736,5830.555556273163,5894.444445169916,2.856319831951817,-30.13134940428087,53.68971586660759,-74.48917260575692,31.120028038445607,1.98425105005751,-18.59816338561509,49.0139759689156,-15.802291244341784,0.3003705372469838,63.88888889675309,122.22222223726476,830.5555556577774,144.44444446222224,208.33333335897532,288.8888889244454,166.66666668718062,/
104_9,2361,6444.444445237607,6516.666667468719,6558.333334140513,6658.333334152821,6719.444445271453,2.5830855526448664,-29.50030137387453,53.07607668169039,-74.85091803647406,36.79465595001838,1.6983189858591017,-17.451430739921975,45.11477289840131,-20.632640232447987,5.94009879458587,61.111111118631925,113.88888890290582,805.5555556547015,141.66666668410198,202.7777778027339,275.00000003384594,161.11111113094012,/
104_10,2651,7247.222223114189,7319.4444453453,7363.888889795215,7472.222223141881,7536.111112038633,2.157942090459445,-31.211490202860347,59.29440165847572,-64.11057384171467,30.49598731971573,0.8443172426854794,-18.6030117857551,46.7885244061328,-12.260489399615116,-1.4168905632591176,63.88888889675218,116.66666668102607,808.3333334328199,152.77777779658118,216.66666669333335,288.8888889244445,172.2222222434184,/
104_11,2942,8058.333334325129,8127.777778778121,8172.222223228035,8277.777778796582,8338.888889915215,2.026977540580508,-27.633863973161667,52.98458611135763,-64.73828969415666,29.796145951605148,1.3613486075396126,-19.01517738672108,48.77269685860021,-14.955325101664965,-3.3834875063432523,61.111111118632834,113.88888890290582,805.5555556547006,150.00000001846183,211.11111113709467,280.55555559008644,166.66666668718062,/
104_12,3232,8861.11111220171,8933.333334432822,8977.777778882735,9083.333334451285,9144.444445569916,3.203202657888657,-30.728051722870404,58.70831624688143,-66.80085665672053,32.20124530111685,1.5496184940706,-19.533395363664408,49.09056440462039,-15.115026321806038,-3.982339063659325,61.111111118631015,116.66666668102516,805.5555556547024,150.00000001846274,211.11111113709376,283.3333333682058,166.66666668718062,/
104_13,3522,9655.555556743931,9727.777778975043,9783.333334537438,9830.555556765472,9897.222223440343,6.78142569966157,-76.6152565233675,171.72525377177624,-93.09758805922704,12.173911845014173,2.157396452691629,-21.85986834017871,43.65972439797175,-30.64133843919057,5.569824088479328,66.66666667487152,127.77777779350617,761.1111112047856,102.77777779042844,169.44444446529997,241.666666696412,113.88888890290582,f
104_14,3796,10452.777779064274,10505.555556848549,10544.444445742223,10636.111112420173,10744.44444576684,4.959881181988149,-30.45502086481492,54.32943261200925,-21.52697220903692,7.565040960844014,-1.077321493992201,-16.559666140878345,38.114255856779145,0.91089698486918,12.340310239866644,108.33333334666713,91.66666667794925,850.0000001046174,130.5555555716237,238.88888891829083,291.66666670256564,200.00000002461638,f
104_15,4102,11280.555556943931,11352.777779175043,11394.44444584684,11502.777779193506,11572.222223646497,3.131658475147886,-31.575874413264778,50.32744902768671,-60.23193868297663,28.222488245680275,0.2346642744065815,-14.59900661098812,41.497290336534114,-0.4976285462419509,-4.469241125044966,69.44444445299087,113.88888890290946,847.2222223264962,150.00000001846274,219.4444444714536,291.66666670256564,177.77777779965618,/
104_16,4407,12130.555557048549,12197.22222372342,12241.666668173337,12350.000001520002,12411.111112638631,2.2106100175313514,-28.08519805076336,55.356351154626815,-66.39638243699828,29.302712165654462,1.008739515298626,-19.228157010707225,46.53835534600528,-13.961297435640102,-6.006817969965702,61.111111118629196,111.1111111247883,825.000000101536,152.7777777965821,213.88888891521128,280.5555555900828,169.4444444652945,/
104_17,4704,12947.222223815728,13022.222223824958,13066.666668274873,13172.22222384342,13230.555557183932,2.892781258408073,-29.787788038224967,53.430135685876174,-68.57707329185605,26.85668285635112,0.7142130038164547,-18.013215116656486,46.46578133601091,-22.288411674755487,3.159906730297813,58.33333334051167,119.4444444591445,808.3333334328236,150.00000001846274,208.33333335897441,283.33333336820397,163.88888890905946,/
104_18,4995,13763.888890582908,13836.111112814018,13875.000001707696,13972.222223941882,14033.333335060512,1.9048666640565963,-28.49991669201302,53.34421985330657,-72.4028179706435,30.213384972430596,0.7865122886352068,-18.308349236327352,45.41086702103135,-23.82242880282702,5.579213313423953,61.111111118629196,111.1111111247883,794.4444445422196,136.1111111278642,197.2222222464934,269.4444444776036,158.33333335281532,/
104_19,5281,14558.33333512513,14627.777779578122,14669.444446249916,14775.000001818464,14836.111112937097,1.9804169383756505,-29.13151292487008,55.91289232075334,-67.21494355054037,28.80043956237545,0.8203410427763722,-18.73292249851073,46.44592916678856,-20.92231231972233,2.504578401507017,61.111111118632834,111.11111112478648,800.0000000984619,147.22222224034158,208.33333335897441,277.7777778119671,166.66666668718062,/
104_20,5569,15344.444446332993,15416.666668564105,15469.444446348378,15513.888890798293,15791.666668610258,6.2140055261345015,-61.47001800204714,157.5556620046165,-70.74691086869362,9.18726412723404,-0.1298657417911785,-9.064136379233055,33.252368840966994,-15.665863412387935,5.342973694897974,277.7777778119653,125.00000001538501,844.4444445483787,97.22222223418794,375.0000000461532,447.22222227726525,322.22222226188023,f
104_21,5873,16141.666668653335,16213.888890884446,16313.888890896756,16358.333335346668,16425.00000202154,9.304685196888377,-27.378726562427936,110.94726489843498,-71.35008803362928,8.999439857120947,3.011901234859776,-18.2792043327894,-0.1845422270944932,-16.06210174630185,3.8607733943227456,66.66666667487334,172.22222224342113,750.0000000923064,144.44444446222224,211.11111113709558,283.3333333682058,111.11111112478466,f
104_22,6143,16944.444446529917,17019.444446539146,17063.888890989063,17172.22222433573,17244.44444656684,3.100606023729462,-31.77636929173285,57.68424943982265,-55.96658826285101,27.01960088452084,-0.5468750439563271,-18.90124208231757,44.65059118513274,-0.7222784074817121,0.2907777323893685,72.22222223111021,119.44444445914633,855.5555556608524,152.7777777965821,225.0000000276923,300.00000003692185,180.55555557777552,/
104_23,6451,17788.88889107829,17877.77777997812,17919.444446649915,18027.777779996584,18094.444446671456,2.0105102779660555,-27.15262118908752,47.62273458416469,-59.05207922321494,27.08103061925566,1.1063088872928803,-18.92758972145118,42.69457310651883,-14.344067151838765,4.611487842088701,66.66666667487152,130.5555555716237,813.8888889890623,150.00000001846274,216.66666669333426,305.5555555931642,175.00000002154047,/
104_24,6744,18625.00000229231,18694.4444467453,18733.333335638978,18841.666668985643,18911.111113438637,1.4861461472830737,-26.953435842548075,49.892078053920976,-63.14273305202664,25.77826852951453,1.5017307842867949,-19.56132242941006,47.59073525453722,-9.168262863488769,8.553583013153393,69.4444444529945,108.33333334666895,827.777777879659,147.2222222403434,216.6666666933379,286.11111114632877,177.77777779965982,/
104_25,7042,19441.66666905949,19516.66666906872,19561.111113518637,19669.444446865306,19736.111113540173,1.8094487526912395,-30.157229429202392,53.91300432976504,-64.80971632919477,29.663397910960576,1.2808774757219126,-21.00573847756828,51.00752976026508,-11.747740146130484,5.901659503451398,66.66666667486788,119.44444445914633,805.5555556547006,152.77777779658572,219.4444444714536,294.44444448068316,175.00000002153683,/
104_26,7332,20258.33333582667,20325.00000250154,20366.666669173337,20475.00000252,20533.33333586052,5.788540919802659,-28.89099128419279,52.44578835889028,-64.0729332654922,27.08254386695999,1.338928943223734,-20.870241515353765,49.6016760729637,-28.714208031948186,9.453638884731802,58.33333334052077,108.33333334666895,622.2222222988021,150.0000000184591,208.33333335897987,275.0000000338514,166.66666668718244,/
104_27,7556,20908.333335906667,20955.555558134703,20988.88889147214,21097.222224818805,21163.88889149368,8.503760995419206,-4.181459213757325,-0.7812321175605066,-52.70337300399323,177.86833602379394,1.7807117879090022,-1.0416631516883348,0.0850624942347166,-15.43609673869742,49.55838689546295,66.66666667487516,80.55555556547188,175.00000002154047,141.66666668410107,208.33333335897623,255.55555558701235,175.00000002154047,~
104_28,7619,21047.222224812653,21113.888891487524,21163.88889149368,21213.88889149983,21275.000002618464,7.691148586606382,-70.10240601445734,177.86833602379394,-79.63128523813954,10.593930799862193,1.2144713298038117,-10.10016655254234,49.55838689546295,-17.608357303627052,2.330082949194673,61.111111118632834,116.66666668102698,838.8888889921363,100.00000001230728,161.11111113094012,227.77777780581164,111.11111112478466,f
104_29,7921,21800.00000268308,21916.666669364105,22002.777780485816,22044.44444715761,22308.333336078977,8.294755218015363,-33.05114059775165,115.76689009404652,-68.10263305805998,7.0683108749800105,3.6112154852702,-19.221801416405373,0.7400653895598196,-19.263863563823115,6.178986681706975,263.88888892136674,202.77777780273755,730.5555556454674,127.77777779350436,391.6666667148711,508.3333333958981,305.55555559316053,f
104_30,8184,22608.3333361159,22683.33333612513,22733.333336131283,22841.666669477952,22897.222225040343,9.02316739945654,-26.034095048036782,52.20077885920194,-49.93670487042172,20.3886058647333,-2.2844101175174667,-12.034093437235374,33.36538460350599,-10.792530794978802,-34.719834273607056,55.55555556239051,125.00000001538501,866.6666667733334,158.33333335282077,213.88888891521128,288.8888889244445,163.88888890905946,/
104_31,8496,23452.77778066428,23533.333336229745,23600.000002904617,23686.111114026327,23758.33333625744,11.98144256627227,-23.161725457044,46.40127488070915,-42.454345219391385,17.261255679787435,-1.587703764797294,-7.32427849206134,29.72557560362768,-12.896799317976114,11.910727071850804,72.22222223111385,147.22222224033612,747.2222223141907,152.7777777965821,225.00000002769593,305.55555559316053,158.3333333528244,/
104_32,8765,24133.333336303596,24247.222225206497,24347.222225218808,24388.8888918906,24427.77778078428,5.66355645710442,-1.3883646684047328,-1.34248714973108,-29.41498714963133,49.92880472548059,1.8088671741093985,10.405865707105509,0.6754943382370535,-18.67012094881744,37.092032125393,38.888888893678086,213.88888891521128,80.55555556547188,141.6666666841047,180.5555555777828,294.44444448068316,80.55555556547188,~
